微博ID,用户id,用户昵称,微博链接,是否为原创微博,内容,转发理由,原始用户,发布位置,发布时间,信息采集时间,关键词,发布工具,转发数,评论数,点赞数
IA5uUAfxa,5519890904,2020北生北生开心开心,weibo.cn/5519890904/IA5uUAfxa,False,地铁发生的那些趣事。。。看完这些评论，感觉这世界太有爱 #搞笑#  [组图共9张] 原图 ,大一时候放假回家，因为睡很少在地铁上打盹儿了，嘴里还叼着根棒棒糖，醒来时候发现身边有个乘警，瞬间想把棒棒糖给他  ,世界最搞排行榜,无,2020-03-24 14:30,2020/03/24 14:31:10,地铁,vivo AI智慧拍照X21i,0,0,0
IA5uTFfC9,5384306898,一十八经典影音,weibo.cn/5384306898/IA5uTFfC9,True,恐怖片：地铁上被狂犬病患者咬一口，受害者开始变得疯狂  一十八经典影音的微博视频  ,/,/,无,2020-03-24 14:30,2020/03/24 14:31:10,地铁,微博视频,0,0,0
IA5uPyYlV,6419009608,红尘魅影,weibo.cn/6419009608/IA5uPyYlV,True,偶尔发一下碎碎念：天津的地铁站厅都奇大无比，想到明天要从东丽湖去津南八里台，单程四十多公里，果断去神州租车上租了车。疫情期间，神州租车的安全措施做得也不错。车子消过毒，而且是无接触取还。今天先租了兜一圈，明天继续[加油]  ,/,/,无,2020-03-24 14:30,2020/03/24 14:31:10,地铁,无,0,0,0
IA5uPxpUL,2076040383,一笑山林,weibo.cn/2076040383/IA5uPxpUL,False,这才是中国偶像，地铁站把墙上的广告撤了，换成医护人员群像#武大明年将举办医护人员赏樱专场# 搞笑一家人韩剧的微博视频  ,//@迟夙生律师:  ,搞笑一家人韩剧,无,2020-03-24 14:30,2020/03/24 14:31:10,地铁,iPhone客户端,0,0,0
IA5uNutzg,6016907628,互助找房,weibo.cn/6016907628/IA5uNutzg,True,【互助租房】出租上海市普陀区真南路822弄521支弄37号，李子园六村，精装修，大两室一厅78平，4600/月，11号线李子园、祁连山路地铁站，两百米内菜场、社区医院，社区活动中心，生活方便。 个人房源，无中介费。申明1：房屋描述为房东提供，若信息不实或需补充请及时私信猴子，定价是房东的权力，能砍多少价凭你本事，互助不做干涉，房屋出租，转租，合租，请标注详细，若有虚假信息或中介冒充，请向猴子反馈，猴子会及时下架。申明2：互助租房活动，无论事前、事中、事后，不会以任何名义、任何名目，向任何一方收费#互助租房##上海租房##租房# [组图共5张] 原图 ,/,/,无,2020-03-24 14:30,2020/03/24 14:31:10,地铁,无,0,0,0
IA5vb7u1N,7148180145,我不會撒嬌誒,weibo.cn/7148180145/IA5vb7u1N,False,我 失 语 了  [组图共9张] 原图 ,绝，太绝了天//@·煙燻茶·:感谢现在还隔离在家哇这种程度在公交地铁上都不好意思打开吧蒙眼/调教/控制。。我的西樱强制爱之梦圆满了。。我今天就能飞升圆寂了  ,深海白玫瑰,无,2020-03-24 14:30,2020/03/24 14:31:42,地铁,iQOO Neo,0,0,0
IA5vae3WR,2917034043,甜淇淋不是冰淇淋,weibo.cn/2917034043/IA5vae3WR,True,#金水区房屋直租[超话]#求租2号线地铁口2公里以内交通便利整租一室一厨一卫，可以没有厅，要求房东直租， 中介托管勿扰  ,/,/,无,2020-03-24 14:30,2020/03/24 14:31:42,地铁,金水区房屋直租超话,0,0,0
IA5v8rk77,2485896864,来自德州眉毛村的老农民,weibo.cn/2485896864/IA5v8rk77,False,速溶于水、无色无味、是甜橙的和饮料一样不会被发现、保密发货……你们想要指导些什么呢？难道还有人不知道，在当事人不知情的情况下使用药物是犯罪吗？当然，我相信能上淘宝的店铺，胆子都没那么大，这些玩意儿无效的可能性更大，毕竟欺诈销售、夸大功效比售卖违禁品的罪名要轻。但有需要的人群会不会找上门去，问问店家有没有真货，然后私下交易这就不得而之了，这种擦边球，更多的是一种广而告之。如此宽松的鼓励迷j的氛围，此地又有多少N号房呢？#ChinaWakeUp# [组图共9张] 原图 ,//@酿青椒://@猫玖-Thaleia://@达尾:就算买到了，也带不上地铁//@黑色油性笔:你在tb想买个防身喷雾都买不到，但是密件药随手可得  ,果子狸7777,无,2020-03-24 14:30,2020/03/24 14:31:42,地铁,iPhone客户端,0,0,0
IA5v4khT7,6983876205,非食用羊腩,weibo.cn/6983876205/IA5v4khT7,False,远远发了我这条豆瓣广播，虽然预测的到大致结果，看了仍然心绪复杂，也想在微博统计一下。首页各位女性朋友，从小到大有被性骚扰过（肢体或语言）的回复1，没有过的回复2。  原图 ,1。印象最深的就是毕业旅游从上海回来的地铁上，我穿着jk小裙子靠在行李箱上玩手机，非常空旷的地铁里一个油腻大叔面对着我假装站不稳往我身上裙子上压，我当时胆小不敢怎么样旁边也不是没有人看见，很难受，用可颂盒子隔开，下车就扔了。至于歧视/信息骚扰那种程度没有那么重的多到我自己都数不过来。  ,Logiquedelasensation,无,2020-03-24 14:30,2020/03/24 14:31:42,地铁,iPhone客户端,0,0,0
IA5v1Ff2a,5653012157,天津市规划和自然资源局东丽分局,weibo.cn/5653012157/IA5v1Ff2a,True,乘坐天津地铁亮“绿码”可快速通行http://t.cn/A6zFNoWS  ,/,/,无,2020-03-24 14:30,2020/03/24 14:31:42,地铁,微博 weibo.com,0,0,0
IA5v0cwTZ,2778474783,Janicebabe·,weibo.cn/2778474783/IA5v0cwTZ,True,#n号房间# 好难  女性真的太他妈难了发正常自拍要被屌丝男转移焦点评头品足 穿宽松说你没胸  穿紧身说你故意露胸 追个星要被骂脑残粉 花痴以为偷拍 yy 中国少吗一些强奸案下面先骂受害者的可不少明明家暴 被男性骚扰 还被写成感情纠纷维护女性权益一直任重而道远女孩子们一定要学会保护自己地铁办公室咸猪手 网络上荡妇羞辱不要怕 一定要diss回去 希望那些伤害女孩子的社会废物早点儿死掉 ,/,/,无,2020-03-24 14:30,2020/03/24 14:31:42,地铁,iPhone 11,0,0,0
IA5uY86CM,1750809207,MichaelJack全蛋汤,weibo.cn/1750809207/IA5uY86CM,True,每个人心里都有一个super hero的白日梦。我这几天一直在想为什么我毕业选择不回国。我想起 换这个工作之前 我确实动了回国的念头，可是几番联系交流面试下来，国内的“领导”总是一副高高在上 狗眼看人低的姿态 各种看不上我。想当时我也是有三年工作经验的，却被定义为你肯定学不懂我们上海当地regulation  可是我在美国 面了好多个global director级别的大人物，对方也特别平易近人。除此之外，我总觉得国内大城市没有归属感，每天早出晚归挤地铁，做的项目没办法一下子造福全人类但是我现在做的东西是global的，同时在这次疫情，是真的有帮到罗马和三番的市民了，非常有成就感。我写的policy可以运用到公司六大洲的所有员工，我可以给业内其他industries提建议，做consulting 所以总觉得自己做了大贡献说到底其实就是有一种自大的英雄梦。其实也可能是自我安慰的BS，根本原因应该还是💰钱！ ,/,/,无,2020-03-24 14:30,2020/03/24 14:31:42,地铁,iPhone,0,0,0
IA5vnw4wq,3631197625,怪迷日眼de,weibo.cn/3631197625/IA5vnw4wq,True,精装大套二出租，三空调近3号线红星桥地铁口，4号线玉双路地铁口，市二医院地铁口，交通买菜都方便，拎包入住。#成都租房[超话]##成都租房# 成都·双林路  显示地图 [组图共9张] 原图 ,/,/,#成都租房#,2020-03-24 14:31,2020/03/24 14:32:18,地铁,iPhone客户端,0,0,0
IA5vngj1F,5617582060,日屋誒,weibo.cn/5617582060/IA5vngj1F,False,？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？#黄一鸣说唱#  吃不胖的小5的微博视频  ,地铁 老人 手机  ,吃不胖的小5,无,2020-03-24 14:31,2020/03/24 14:32:18,地铁,iPhone客户端,0,0,0
IA5vkxEXP,3225365642,成都交通运输,weibo.cn/3225365642/IA5vkxEXP,True,#成都地铁# 【元华停车场“双所”送电成功】日前，9号线一期工程元华停车场35kV开闭所、牵混所送电成功！也就是说，我们的元华车辆段已经充满了电啦~  原图 ,/,/,无,2020-03-24 14:31,2020/03/24 14:32:18,地铁,微博 weibo.com,0,0,0
IA5vhBtz3,6773619771,宇叶丰灬懒散,weibo.cn/6773619771/IA5vhBtz3,True,——《开往春天的地铁》……我不知道该说什么、我只是突然在那一刻很想念她、有本事就骗一辈子，别只骗一阵子～～，我一直怀疑27岁是否还会有一见钟情的倾心 驻马店·汝南县人民医院  显示地图 ,/,/,无,2020-03-24 14:31,2020/03/24 14:32:18,地铁,iPhone客户端,0,0,0
IA5vzCQ1Z,3229820232,碎碎念不好,weibo.cn/3229820232/IA5vzCQ1Z,False,远远发了我这条豆瓣广播，虽然预测的到大致结果，看了仍然心绪复杂，也想在微博统计一下。首页各位女性朋友，从小到大有被性骚扰过（肢体或语言）的回复1，没有过的回复2。  原图 ,1111//@正版瞌睡鱼游走:1//@在下翩竹:还上班那会儿几乎每年都能在公交地铁上遇到各种wsn//@安迪斯晨风:这转评，真是触目惊心……  ,Logiquedelasensation,无,2020-03-24 14:31,2020/03/24 14:32:51,地铁,iPhone客户端,0,0,0
IA5vU4N66,1779575717,Icy_ISeeYou,weibo.cn/1779575717/IA5vU4N66,False,远远发了我这条豆瓣广播，虽然预测的到大致结果，看了仍然心绪复杂，也想在微博统计一下。首页各位女性朋友，从小到大有被性骚扰过（肢体或语言）的回复1，没有过的回复2。  原图 ,1，光是地铁偷拍1裙底，被我发现的就有两次//@M大王叫我来巡山:……都是1吗……//@江南大野花:1//@尸姐:1//@黄昏少女花言初:这个概率绝对100%好嘛//@阿瓷罐装椰奶:11111//@英明神武井架工:1//@不CJ的神马:11111111//@宋云止蒸果仁豆枣糕了:1//@月下玉生寒:1  ,Logiquedelasensation,无,2020-03-24 14:32,2020/03/24 14:33:32,地铁,iPhone客户端,0,0,0
IA5vU0Wft,5468348251,知产北京,weibo.cn/5468348251/IA5vU0Wft,False,【#武汉地铁已做好恢复运营准备#】23日上午，汉口火车站等地铁站内，保洁人员用喷雾器对车站站厅、站台等处进行无死角地消杀。针对乘客接触频次高的售票机、闸机、扶手、座椅、车门等处进行全面消杀。对于市民最关心的地铁何时恢复运营，武汉地铁运营公司相关负责人表示，网传信息均非官方发布，具体运营恢复时间目前仍未最终确定。http://t.cn/A6ze0u3D ,开往春天的地铁//@人民日报: 【人民微评：开往春天的地铁】尽管武汉地铁何时恢复运营，尚未最终确定，但全面消杀行为是一个信号，带给市民憧憬。被疫情裹挟的沉重时光终会过去，被打乱的生活也会重归正轨。谁都挡不住春光照拂人心  ,人民日报,无,2020-03-24 14:32,2020/03/24 14:33:32,地铁,微博 weibo.com,0,0,0
IA5vJEyt3,3199876393,Kusatsu_Akila,weibo.cn/3199876393/IA5vJEyt3,False,速溶于水、无色无味、是甜橙的和饮料一样不会被发现、保密发货……你们想要指导些什么呢？难道还有人不知道，在当事人不知情的情况下使用药物是犯罪吗？当然，我相信能上淘宝的店铺，胆子都没那么大，这些玩意儿无效的可能性更大，毕竟欺诈销售、夸大功效比售卖违禁品的罪名要轻。但有需要的人群会不会找上门去，问问店家有没有真货，然后私下交易这就不得而之了，这种擦边球，更多的是一种广而告之。如此宽松的鼓励迷j的氛围，此地又有多少N号房呢？#ChinaWakeUp# [组图共9张] 原图 ,真实世界可不就是一出荒诞秀//@酿青椒://@猫玖-Thaleia://@达尾:就算买到了，也带不上地铁//@黑色油性笔:你在tb想买个防身喷雾都买不到，但是密件药随手可得  ,果子狸7777,无,2020-03-24 14:32,2020/03/24 14:33:32,地铁,iPhone客户端,0,0,0
IA5w8cjCP,2117984300,划船不用桨_跑完马拉松,weibo.cn/2117984300/IA5w8cjCP,False,『刘世锦：新基建不足以挑大梁』刘世锦：新基建不足以挑大梁  ,//@债券投资笔记://@朱长征-Alex世界观:所谓的“新基建”，往宽了算，也就是（占总量）10%左右，还是挑不起大梁。新基建的内容，有的媒体列了一下，大概是七项，和中央文件相比，显然是扩容了。这里边有些内容，比如特高压输电、城市地铁等，其实已经进行了很多年，把它列到新基建里面，比较勉强。  ,朱长征-Alex世界观,无,2020-03-24 14:33,2020/03/24 14:34:05,地铁,iPhone客户端,0,0,0
IA5w45d7u,3535508997,东曦望舒,weibo.cn/3535508997/IA5w45d7u,True,早上看到自己以前在拍的伦敦地铁站的朋友圈背景，耳边一直在回响那句纯正英伦腔Mind The Gap，好奇国内的 Gaps为啥加S，于是去百度，然后发现Mind The Gap背后原来还有一段这么感人的爱情故事…… 东曦望舒的微博视频  ,/,/,无,2020-03-24 14:33,2020/03/24 14:34:05,地铁,🍀iPhone 8,0,0,0
IA5w194A3,1619541740,潮妈养娃日记,weibo.cn/1619541740/IA5w194A3,True,#睡到一半突然想到某样东西# 这种经历确实也不少呢，而且想到了就一定要去做，不然就睡不着~还有，怀孕的时候想吃哪种东西就一定要吃到，否则抓心挠肺地难受！印象最深的就是跟同事一起坐地铁下班回家，突然特别想吃烤冷面，但#角门西#地铁站没有，然后我跟他一起坐到了角门东我没出站，同事出站后给我买了又送回来~现在想想，也不知道究竟是我想吃，还是腹中的孩子想吃准宝妈们，你们有这样的经历吗？ 原图 ,/,/,无,2020-03-24 14:33,2020/03/24 14:34:05,地铁,搜狗高速浏览器,0,0,0
IA5vW5rEC,1767516615,66-金菇酱,weibo.cn/1767516615/IA5vW5rEC,True,#滨江租房[超话]# 转租滨江西兴地铁口一套间。独立厨卫，朝南主卧带大阳台，采光极好。季付，价格2500/月。  [组图共4张] 原图 ,/,/,无,2020-03-24 14:33,2020/03/24 14:34:05,地铁,滨江租房超话,0,0,0
IA5wgafP4,2259101074,E隻豪豬,weibo.cn/2259101074/IA5wgafP4,True,#成都租房[超话]# 求合租室友啊一起租套二或者套三的，地点在二号线牛王庙，地铁前后八个站以内都行，公交20min内都可以求室友啊，我有两只猫，喜欢撸猫的快来找我合租  ,/,/,无,2020-03-24 14:33,2020/03/24 14:34:39,地铁,成都租房超话,0,0,0
IA5we6W9f,6375946816,白开水不加糖也很甜阿,weibo.cn/6375946816/IA5we6W9f,True,#南京租房[超话]#本人女，就这几天，想在软件大道，花神庙，南京南站，景明佳园，铁心桥这些地铁站附近租房子，有没有小姐妹合租啥的（预算封顶1000  ,/,/,无,2020-03-24 14:33,2020/03/24 14:34:39,地铁,南京租房超话,0,0,0
